,ebpf-ratelimiter-main,bpf-filter-master,bcc,cilium,ingress-node-firewall-master,xdp-mptm-main,ebpf-samples,katran,ebpf-ratelimiter-main_count,bpf-filter-master_count,bcc_count,cilium_count,ingress-node-firewall-master_count,xdp-mptm-main_count,ebpf-samples_count,katran_count
tail_rev_nodeport_lb4,{'tail_rev_nodeport_lb4': {'children': {}}},{'tail_rev_nodeport_lb4': {'children': {}}},{'tail_rev_nodeport_lb4': {'children': {}}},"{'tail_rev_nodeport_lb4': {'children': {'rev_nodeport_lb4': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'maybe_add_l2_hdr': {'children': {'ctx_change_head': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'eth_store_proto': {'children': {}}}}, 'lookup_ip4_egress_gw_policy': {'children': {}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}, 'get_ct_map4': {'children': {}}, 'ctx_get_ifindex': {'children': {}}, '__encap_with_nodeid': {'children': {'cilium_dbg': {'children': {}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}}}, 'bpf_skip_nodeport_set': {'children': {'ctx_skip_nodeport_set': {'children': {'ctx_store_meta': {'children': {}}}}}}, 'lb4_rev_nat': {'children': {'__lb4_rev_nat': {'children': {'reverse_map_l4_port': {'children': {'l4_load_port': {'children': {}}, 'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}}}, 'csum_l4_replace': {'children': {}}}}}}, 'ipcache_lookup4': {'children': {}}, 'ipv4_has_l4_header': {'children': {'ipv4_is_not_first_fragment': {'children': {}}}}, 'ct_lookup4': {'children': {'ipv4_ct_extract_l4_ports': {'children': {'ipv4_handle_fragmentation': {'children': {'ipv4_frag_get_l4ports': {'children': {'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}}}, 'ipv4_is_not_first_fragment': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ipv4_is_fragment': {'children': {}}, 'ct_to_metrics_dir': {'children': {}}}}}}, 'ipv4_ct_tuple_reverse': {'children': {'ct_flip_tuple_dir4': {'children': {}}, '__ipv4_ct_tuple_reverse': {'children': {}}}}, 'relax_verifier': {'children': {}}, '__ct_lookup': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'ct_entry_seen_both_syns': {'children': {}}, 'cilium_dbg': {'children': {}}, 'ct_entry_alive': {'children': {}}, 'ct_entry_closing': {'children': {}}, 'ct_entry_expired_rebalance': {'children': {}}, '__ct_update_timeout': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ct_reset_closing': {'children': {}}}}, 'cilium_dbg': {'children': {}}, 'cilium_dbg3': {'children': {}}}}, 'ipv4_hdrlen': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}, 'bpf_skip_recirculation': {'children': {}}, 'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}, 'csum_l4_offset_and_flags': {'children': {}}, 'bpf_mark_snat_done': {'children': {}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}}}, 'edt_set_aggregate': {'children': {}}, 'ipv4_host_policy_ingress': {'children': {'ct_create4': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}}}, 'ct_lookup4': {'children': {'ipv4_ct_extract_l4_ports': {'children': {'ipv4_handle_fragmentation': {'children': {'ipv4_frag_get_l4ports': {'children': {'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}}}, 'ipv4_is_not_first_fragment': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ipv4_is_fragment': {'children': {}}, 'ct_to_metrics_dir': {'children': {}}}}}}, 'ipv4_ct_tuple_reverse': {'children': {'ct_flip_tuple_dir4': {'children': {}}, '__ipv4_ct_tuple_reverse': {'children': {}}}}, 'relax_verifier': {'children': {}}, '__ct_lookup': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'ct_entry_seen_both_syns': {'children': {}}, 'cilium_dbg': {'children': {}}, 'ct_entry_alive': {'children': {}}, 'ct_entry_closing': {'children': {}}, 'ct_entry_expired_rebalance': {'children': {}}, '__ct_update_timeout': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ct_reset_closing': {'children': {}}}}, 'cilium_dbg': {'children': {}}, 'cilium_dbg3': {'children': {}}}}, 'send_policy_verdict_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'policy_verdict_filter_allow': {'children': {}}}}, 'cilium_dbg': {'children': {}}, 'ipv4_is_fragment': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'policy_can_access_ingress': {'children': {'__policy_can_access': {'children': {'ctx_load_meta': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'cilium_dbg3': {'children': {}}, 'account': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}}}, 'get_ct_map4': {'children': {}}}}, 'cilium_capture_out': {'children': {'cilium_capture_cached': {'children': {}}, '__cilium_capture_out': {'children': {'cilium_capture': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}}}}}, 'ctx_skip_host_fw_set': {'children': {}}, 'ctx_redirect': {'children': {}}}}}",{'tail_rev_nodeport_lb4': {'children': {}}},{'tail_rev_nodeport_lb4': {'children': {}}},{'tail_rev_nodeport_lb4': {'children': {}}},{'tail_rev_nodeport_lb4': {'children': {}}},1,1,1,171,1,1,1,1
tail_ipv4_host_policy_ingress,{'tail_ipv4_host_policy_ingress': {'children': {}}},{'tail_ipv4_host_policy_ingress': {'children': {}}},{'tail_ipv4_host_policy_ingress': {'children': {}}},"{'tail_ipv4_host_policy_ingress': {'children': {'ipv4_host_policy_ingress': {'children': {'ct_create4': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}}}, 'ct_lookup4': {'children': {'ipv4_ct_extract_l4_ports': {'children': {'ipv4_handle_fragmentation': {'children': {'ipv4_frag_get_l4ports': {'children': {'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}}}, 'ipv4_is_not_first_fragment': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ipv4_is_fragment': {'children': {}}, 'ct_to_metrics_dir': {'children': {}}}}}}, 'ipv4_ct_tuple_reverse': {'children': {'ct_flip_tuple_dir4': {'children': {}}, '__ipv4_ct_tuple_reverse': {'children': {}}}}, 'relax_verifier': {'children': {}}, '__ct_lookup': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'ct_entry_seen_both_syns': {'children': {}}, 'cilium_dbg': {'children': {}}, 'ct_entry_alive': {'children': {}}, 'ct_entry_closing': {'children': {}}, 'ct_entry_expired_rebalance': {'children': {}}, '__ct_update_timeout': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ct_reset_closing': {'children': {}}}}, 'cilium_dbg': {'children': {}}, 'cilium_dbg3': {'children': {}}}}, 'send_policy_verdict_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'policy_verdict_filter_allow': {'children': {}}}}, 'cilium_dbg': {'children': {}}, 'ipv4_is_fragment': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'policy_can_access_ingress': {'children': {'__policy_can_access': {'children': {'ctx_load_meta': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'cilium_dbg3': {'children': {}}, 'account': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}}}, 'get_ct_map4': {'children': {}}}}}}}",{'tail_ipv4_host_policy_ingress': {'children': {}}},{'tail_ipv4_host_policy_ingress': {'children': {}}},{'tail_ipv4_host_policy_ingress': {'children': {}}},{'tail_ipv4_host_policy_ingress': {'children': {}}},1,1,1,67,1,1,1,1
tail_rev_nodeport_lb6,{'tail_rev_nodeport_lb6': {'children': {}}},{'tail_rev_nodeport_lb6': {'children': {}}},{'tail_rev_nodeport_lb6': {'children': {}}},"{'tail_rev_nodeport_lb6': {'children': {'edt_set_aggregate': {'children': {}}, 'rev_nodeport_lb6': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'maybe_add_l2_hdr': {'children': {'ctx_change_head': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'eth_store_proto': {'children': {}}}}, 'ct_lookup6': {'children': {'__ct_lookup': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'ct_entry_seen_both_syns': {'children': {}}, 'cilium_dbg': {'children': {}}, 'ct_entry_alive': {'children': {}}, 'ct_entry_closing': {'children': {}}, 'ct_entry_expired_rebalance': {'children': {}}, '__ct_update_timeout': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ct_reset_closing': {'children': {}}}}, 'ipv6_ct_tuple_reverse': {'children': {'ct_flip_tuple_dir6': {'children': {}}, '__ipv6_ct_tuple_reverse': {'children': {'ipv6_addr_copy': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}, 'cilium_dbg3': {'children': {}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}, 'ctx_get_ifindex': {'children': {}}, '__encap_with_nodeid': {'children': {'cilium_dbg': {'children': {}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}}}, 'bpf_skip_nodeport_set': {'children': {'ctx_skip_nodeport_set': {'children': {'ctx_store_meta': {'children': {}}}}}}, 'get_ct_map6': {'children': {}}, 'lb6_rev_nat': {'children': {'__lb6_rev_nat': {'children': {'csum_l4_replace': {'children': {}}, 'reverse_map_l4_port': {'children': {'l4_load_port': {'children': {}}, 'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}}}, 'ipv6_store_saddr': {'children': {}}, 'ipv6_load_saddr': {'children': {}}, 'ipv6_addr_copy': {'children': {}}}}}}, 'ipcache_lookup6': {'children': {'ipv6_addr_clear_suffix': {'children': {}}}}, 'eth_store_daddr_aligned': {'children': {}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'bpf_skip_recirculation': {'children': {}}, 'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}, 'csum_l4_offset_and_flags': {'children': {}}, 'bpf_mark_snat_done': {'children': {}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'lb6_to_lb4': {'children': {'build_v4_from_v6': {'children': {}}, 'ipv6_to_ipv4': {'children': {'icmp6_to_icmp4': {'children': {}}, 'get_csum_offset': {'children': {}}, 'ipv6_pseudohdr_checksum': {'children': {}}, 'csum_sub': {'children': {'csum_add': {'children': {}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'ctx_change_proto': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}}}}}, 'cilium_capture_out': {'children': {'cilium_capture_cached': {'children': {}}, '__cilium_capture_out': {'children': {'cilium_capture': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}}}}}, 'is_v4_in_v6': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'ctx_skip_host_fw_set': {'children': {}}, 'ipv6_host_policy_ingress': {'children': {'ct_lookup6': {'children': {'__ct_lookup': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'ct_entry_seen_both_syns': {'children': {}}, 'cilium_dbg': {'children': {}}, 'ct_entry_alive': {'children': {}}, 'ct_entry_closing': {'children': {}}, 'ct_entry_expired_rebalance': {'children': {}}, '__ct_update_timeout': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ct_reset_closing': {'children': {}}}}, 'ipv6_ct_tuple_reverse': {'children': {'ct_flip_tuple_dir6': {'children': {}}, '__ipv6_ct_tuple_reverse': {'children': {'ipv6_addr_copy': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}, 'cilium_dbg3': {'children': {}}}}, 'get_ct_map6': {'children': {}}, 'send_policy_verdict_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'policy_verdict_filter_allow': {'children': {}}}}, 'cilium_dbg': {'children': {}}, 'ct_create6': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'policy_can_access_ingress': {'children': {'__policy_can_access': {'children': {'ctx_load_meta': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'cilium_dbg3': {'children': {}}, 'account': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'ctx_redirect': {'children': {}}}}}",{'tail_rev_nodeport_lb6': {'children': {}}},{'tail_rev_nodeport_lb6': {'children': {}}},{'tail_rev_nodeport_lb6': {'children': {}}},{'tail_rev_nodeport_lb6': {'children': {}}},1,1,1,170,1,1,1,1
main,"{'main': {'children': {'update_ports': {'children': {'trim_space': {'children': {'get_length': {'children': {}}}}, 'strtoi': {'children': {}}, 'strsep': {'children': {}}}}, 'set_logfile': {'children': {}}, 'delete_stale_entries': {'children': {'time_get_ns': {'children': {}}}}, 'strtoi': {'children': {}}, 'get_length': {'children': {}}, 'usage': {'children': {}}}}}",{'main': {'children': {}}},{'main': {'children': {}}},"{'main': {'children': {'prep_kern_jiffies': {'children': {'timer_list_open': {'children': {}}, 'timer_list_close': {'children': {}}}}, 'dump_kern_jiffies': {'children': {}}, 'pin_to_cpu': {'children': {}}, 'fetch_kern_jiffies': {'children': {'timer_list_open': {'children': {}}, 'timer_list_close': {'children': {}}}}, 'fix_priority': {'children': {}}}}}",{'main': {'children': {}}},{'main': {'children': {}}},{'main': {'children': {}}},{'main': {'children': {}}},12,1,1,10,1,1,1,1
__swahw32s,{'__swahw32s': {'children': {}}},{'__swahw32s': {'children': {}}},{'__swahw32s': {'children': {}}},{'__swahw32s': {'children': {'__swahw32p': {'children': {}}}}},{'__swahw32s': {'children': {}}},{'__swahw32s': {'children': {}}},{'__swahw32s': {'children': {}}},{'__swahw32s': {'children': {}}},1,1,1,2,1,1,1,1
from_overlay,{'from_overlay': {'children': {}}},{'from_overlay': {'children': {}}},{'from_overlay': {'children': {}}},"{'from_overlay': {'children': {'validate_ethertype': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'bpf_skip_nodeport_clear': {'children': {'ctx_skip_nodeport_clear': {'children': {'ctx_store_meta': {'children': {}}}}}}, 'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'bpf_clear_meta': {'children': {}}, 'is_esp': {'children': {}}, 'get_identity': {'children': {}}}}}",{'from_overlay': {'children': {}}},{'from_overlay': {'children': {}}},{'from_overlay': {'children': {}}},{'from_overlay': {'children': {}}},1,1,1,30,1,1,1,1
__be32_to_cpup,{'__be32_to_cpup': {'children': {}}},{'__be32_to_cpup': {'children': {}}},{'__be32_to_cpup': {'children': {}}},{'__be32_to_cpup': {'children': {'__swab32p': {'children': {}}}}},{'__be32_to_cpup': {'children': {}}},{'__be32_to_cpup': {'children': {}}},{'__be32_to_cpup': {'children': {}}},{'__be32_to_cpup': {'children': {}}},1,1,1,2,1,1,1,1
__bpf_no_builtin_memcmp,{'__bpf_no_builtin_memcmp': {'children': {}}},{'__bpf_no_builtin_memcmp': {'children': {}}},{'__bpf_no_builtin_memcmp': {'children': {}}},{'__bpf_no_builtin_memcmp': {'children': {}}},{'__bpf_no_builtin_memcmp': {'children': {}}},{'__bpf_no_builtin_memcmp': {'children': {}}},{'__bpf_no_builtin_memcmp': {'children': {}}},{'__bpf_no_builtin_memcmp': {'children': {}}},1,1,1,1,1,1,1,1
hc_encap_ipip,{'hc_encap_ipip': {'children': {}}},{'hc_encap_ipip': {'children': {}}},{'hc_encap_ipip': {'children': {}}},{'hc_encap_ipip': {'children': {}}},{'hc_encap_ipip': {'children': {}}},{'hc_encap_ipip': {'children': {}}},{'hc_encap_ipip': {'children': {}}},"{'hc_encap_ipip': {'children': {'create_v4_hdr': {'children': {'ipv4_csum_inline': {'children': {'csum_fold_helper': {'children': {}}}}}}, 'create_v6_hdr': {'children': {}}}}}",1,1,1,1,1,1,1,5
jhash,{'jhash': {'children': {}}},{'jhash': {'children': {}}},{'jhash': {'children': {}}},{'jhash': {'children': {}}},{'jhash': {'children': {}}},{'jhash': {'children': {}}},{'jhash': {'children': {}}},{'jhash': {'children': {}}},1,1,1,1,1,1,1,1
bpf_filter,{'bpf_filter': {'children': {}}},"{'bpf_filter': {'children': {'filter': {'children': {'is_broadcast_mac': {'children': {}}, 'compare_mac': {'children': {}}}}}}}",{'bpf_filter': {'children': {}}},{'bpf_filter': {'children': {}}},{'bpf_filter': {'children': {}}},{'bpf_filter': {'children': {}}},{'bpf_filter': {'children': {}}},{'bpf_filter': {'children': {}}},1,4,1,1,1,1,1,1
tail_srv6_decap,{'tail_srv6_decap': {'children': {}}},{'tail_srv6_decap': {'children': {}}},{'tail_srv6_decap': {'children': {}}},"{'tail_srv6_decap': {'children': {'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'srv6_create_state_entry': {'children': {}}, 'srv6_decapsulation': {'children': {'ctx_adjust_hroom': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}, 'ctx_adjust_hroom_flags': {'children': {}}, 'ctx_change_proto': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}}}}}}",{'tail_srv6_decap': {'children': {}}},{'tail_srv6_decap': {'children': {}}},{'tail_srv6_decap': {'children': {}}},{'tail_srv6_decap': {'children': {}}},1,1,1,28,1,1,1,1
__fswahw32,{'__fswahw32': {'children': {}}},{'__fswahw32': {'children': {}}},{'__fswahw32': {'children': {}}},{'__fswahw32': {'children': {}}},{'__fswahw32': {'children': {}}},{'__fswahw32': {'children': {}}},{'__fswahw32': {'children': {}}},{'__fswahw32': {'children': {}}},1,1,1,1,1,1,1,1
