,bpf-filter-master,cilium,ebpf-ratelimiter-main,katran,ingress-node-firewall-master,bcc,xdp-mptm-main,ebpf-samples,bpf-filter-master_count,cilium_count,ebpf-ratelimiter-main_count,katran_count,ingress-node-firewall-master_count,bcc_count,xdp-mptm-main_count,ebpf-samples_count
TC_ACT_UNSPEC,[],[],[],"['/home/palani/github/ebpf-projects-annotations/examples/katran/healthchecking_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/healthchecking_ipip.c']",[],[],[],[],0,0,0,2,0,0,0,0
TC_ACT_REDIRECT,[],"['/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c']",[],[],[],[],[],[],0,2,0,0,0,0,0,0
l4_csum_replace,[],"['/home/palani/github/ebpf-projects-annotations/examples/cilium/include/bpf/ctx/xdp.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/csum.h']",[],[],[],[],[],[],0,2,0,0,0,0,0,0
bpf_sock_map_update,[],[],[],[],[],[],[],"['/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/wronghelper.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/ctxoffset.c']",0,0,0,0,0,0,0,2
bpf_tail_call,[],[],"['/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/transformed/ratelimiting_kern-TC.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/transformed/ratelimiting_kern-TC.c']","['/home/palani/github/ebpf-projects-annotations/examples/katran/xdp_root.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_helpers.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/xdp_root.c']",['/home/sayandes/ebpf-projects-annotations/projects/ingress-node-firewall-master/original_source/bpf/headers/bpf_helpers.h'],[],[],"['/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/tail_call_bad.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/tail_call.c']",0,0,2,3,1,0,0,2
XDP_TX,[],"['/home/palani/github/ebpf-projects-annotations/examples/cilium/include/bpf/ctx/xdp.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/overloadable_xdp.h']",[],"['/home/palani/github/ebpf-projects-annotations/examples/katran/handle_icmp.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/handle_icmp.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/handle_icmp.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c']",[],[],[],[],0,2,0,4,0,0,0,0
bpf_get_current_comm,[],[],[],[],[],[],[],['/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/badhelpercall.c'],0,0,0,0,0,0,0,1
bpf_map_update_elem,[],[],"['/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/ratelimiting_user.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/ratelimiting_user.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/ratelimiting_user.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/ratelimiting_user.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/ratelimiting_kern.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/ratelimiting_kern.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/transformed/ratelimiting_kern-TC.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/transformed/ratelimiting_kern-TC.c']","['/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/pckt_parsing.h']",['/home/sayandes/ebpf-projects-annotations/projects/ingress-node-firewall-master/original_source/bpf/ingress_node_firewall_kernel.c'],[],[],"['/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/exposeptr2.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/mapunderflow.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/badrelo.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/exposeptr.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/mapoverflow.c']",0,0,8,2,1,0,0,5
sk_lookup_tcp,[],['/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_sock.c'],[],[],[],[],[],[],0,1,0,0,0,0,0,0
l3_csum_replace,[],"['/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/ipv4.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/include/bpf/ctx/xdp.h']",[],[],[],[],[],[],0,2,0,0,0,0,0,0
skb_change_head,[],['/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/overloadable_skb.h'],[],[],[],[],[],[],0,1,0,0,0,0,0,0
bpf_map_lookup_elem,['/home/palani/github/ebpf-projects-annotations/examples/bpf-filter-master/ebpf/drop.c'],[],"['/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/ratelimiting_kern.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/ratelimiting_kern.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/transformed/ratelimiting_kern-TC.c', '/home/palani/github/opened_extraction/examples/ebpf-ratelimiter-main/transformed/ratelimiting_kern-TC.c']","['/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/healthchecking_helpers.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/healthchecking_helpers.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/pckt_encap.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/pckt_encap.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/decap_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/xdp_pktcntr.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_helpers.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/pckt_parsing.h', '/home/palani/github/ebpf-projects-annotations/examples/katran/healthchecking_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/balancer_kern.c', '/home/palani/github/ebpf-projects-annotations/examples/katran/healthchecking_ipip.c']","['/home/sayandes/ebpf-projects-annotations/projects/ingress-node-firewall-master/original_source/bpf/ingress_node_firewall_kernel.c', '/home/sayandes/ebpf-projects-annotations/projects/ingress-node-firewall-master/original_source/bpf/ingress_node_firewall_kernel.c', '/home/sayandes/ebpf-projects-annotations/projects/ingress-node-firewall-master/original_source/bpf/ingress_node_firewall_kernel.c']",[],"['/home/palani/github/ebpf-projects-annotations/examples/xdp-mptm-main/src/kernel/mptm.c', '/home/palani/github/ebpf-projects-annotations/examples/xdp-mptm-main/src/kernel/mptm.c']","['/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/badmapptr.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/nullmapref.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/map_in_map.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/mapvalue-overrun.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/twotypes.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/twomaps.c']",1,0,4,19,3,0,2,6
CTX_ACT_OK,[],"['/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_xdp.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_xdp.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_xdp.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_overlay.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_lxc.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_overlay.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_lxc.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/egress_policies.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/egress_policies.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/host_firewall.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/host_firewall.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/l3.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/conntrack.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/policy.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/proxy.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/lb.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nat.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_xdp.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_xdp.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_xdp.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_overlay.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/egress_policies.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/egress_policies.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/host_firewall.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/host_firewall.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/host_firewall.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/l3.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/conntrack.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/conntrack.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/policy.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/encrypt.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/encrypt.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/proxy.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/icmp6.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/lb.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/lb.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nat.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nat.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nat.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_network.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_overlay.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_lxc.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/common.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/lb.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nat.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_overlay.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/policy.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/policy.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/lb.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nat.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/edt.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/proxy.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_lxc.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_lxc.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/l3.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/l3.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/proxy.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/fib.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_lxc.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_lxc.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/fib.h']",[],[],[],[],[],[],0,82,0,0,0,0,0,0
XDP_ABORTED,[],[],[],[],[],[],"['/home/palani/github/ebpf-projects-annotations/examples/xdp-mptm-main/src/kernel/lib/pkt-encap.h', '/home/palani/github/ebpf-projects-annotations/examples/xdp-mptm-main/src/kernel/lib/pkt-encap.h']",[],0,0,0,0,0,0,2,0
CTX_ACT_REDIRECT,[],['/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_network.c'],[],[],[],[],[],[],0,1,0,0,0,0,0,0
bpf_redirect_map,[],[],[],[],[],[],"['/home/palani/github/ebpf-projects-annotations/examples/xdp-mptm-main/src/kernel/mptm_extras.c', '/home/palani/github/ebpf-projects-annotations/examples/xdp-mptm-main/src/kernel/mptm.c', '/home/palani/github/ebpf-projects-annotations/examples/xdp-mptm-main/src/kernel/mptm.c']",[],0,0,0,0,0,0,3,0
sock_hash_update,[],['/home/palani/github/ebpf-projects-annotations/examples/cilium/sockops/bpf_sockops.c'],[],[],[],[],[],[],0,1,0,0,0,0,0,0
bpf_skb_set_tunnel_key,[],[],[],['/home/palani/github/ebpf-projects-annotations/examples/katran/healthchecking_ipip.c'],[],[],[],[],0,0,0,1,0,0,0,0
bpf_skb_change_head,[],[],[],[],[],[],[],['/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/packet_reallocate.c'],0,0,0,0,0,0,0,1
skb_change_tail,[],['/home/palani/github/ebpf-projects-annotations/examples/cilium/include/bpf/ctx/skb.h'],[],[],[],[],[],[],0,1,0,0,0,0,0,0
get_prandom_u32,[],"['/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nat.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_sock.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nat.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_sock.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nat.h']",[],[],[],[],[],"['/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/twostackvars.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/stackok.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/byteswap.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/packet_access.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/twotypes.c', '/home/palani/github/palanik1/ebpf-projects-annotations/projects/ebpf-samples/original_source/twomaps.c']",0,5,0,0,0,0,0,6
bpf_fib_lookup,[],"['/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/bpf_host.c', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/fib.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/nodeport.h', '/home/palani/github/ebpf-projects-annotations/examples/cilium/lib/fib.h']",[],[],[],[],[],[],0,9,0,0,0,0,0,0
